filepath,note,midi,velocity,articulation,pedal,duration,take
data/piano_phase1/C3/C3_v90_portato_ped_t1.wav,C3,48,90,portato,1,1.147,1
data/piano_phase1/C3/C3_v90_staccato_noped_t1.wav,C3,48,90,staccato,0,0.696,1
data/piano_phase1/C#3/C#3_v30_sustain_noped_t2.wav,C#3,49,30,sustain,0,1.774,2
data/piano_phase1/C#3/C#3_v30_portato_ped_t2.wav,C#3,49,30,portato,1,1.13,2
data/piano_phase1/C#3/C#3_v30_staccato_noped_t1.wav,C#3,49,30,staccato,0,0.669,1
data/piano_phase1/C#3/C#3_v110_staccato_ped_t2.wav,C#3,49,110,staccato,1,0.692,2
data/piano_phase1/C#3/C#3_v30_portato_noped_t2.wav,C#3,49,30,portato,0,1.13,2
data/piano_phase1/C#3/C#3_v110_staccato_noped_t1.wav,C#3,49,110,staccato,0,0.692,1
data/piano_phase1/C#3/C#3_v90_portato_noped_t1.wav,C#3,49,90,portato,0,1.138,1
data/piano_phase1/C#3/C#3_v60_portato_noped_t2.wav,C#3,49,60,portato,0,1.138,2
data/piano_phase1/C#3/C#3_v90_staccato_noped_t2.wav,C#3,49,90,staccato,0,0.69,2
data/piano_phase1/C#3/C#3_v60_staccato_noped_t1.wav,C#3,49,60,staccato,0,0.69,1
data/piano_phase1/C#3/C#3_v110_portato_noped_t1.wav,C#3,49,110,portato,0,1.139,1
data/piano_phase1/C#3/C#3_v60_staccato_ped_t2.wav,C#3,49,60,staccato,1,0.69,2
data/piano_phase1/C#3/C#3_v30_sustain_ped_t2.wav,C#3,49,30,sustain,1,1.774,2
data/piano_phase1/C#3/C#3_v90_staccato_noped_t1.wav,C#3,49,90,staccato,0,0.69,1
data/piano_phase1/C#3/C#3_v90_portato_noped_t2.wav,C#3,49,90,portato,0,1.138,2
data/piano_phase1/C#3/C#3_v60_legato_noped_t1.wav,C#3,49,60,legato,0,2.258,1
data/piano_phase1/C#3/C#3_v90_legato_noped_t2.wav,C#3,49,90,legato,0,2.263,2
data/piano_phase1/C#3/C#3_v60_legato_ped_t2.wav,C#3,49,60,legato,1,2.258,2
data/piano_phase1/C#3/C#3_v60_legato_ped_t1.wav,C#3,49,60,legato,1,2.258,1
data/piano_phase1/C#3/C#3_v90_legato_ped_t2.wav,C#3,49,90,legato,1,2.263,2
data/piano_phase1/C#3/C#3_v110_sustain_noped_t1.wav,C#3,49,110,sustain,0,1.788,1
data/piano_phase1/C#3/C#3_v60_sustain_ped_t2.wav,C#3,49,60,sustain,1,1.788,2
data/piano_phase1/C#3/C#3_v60_staccato_ped_t1.wav,C#3,49,60,staccato,1,0.69,1
data/piano_phase1/C#3/C#3_v110_legato_noped_t2.wav,C#3,49,110,legato,0,2.264,2
data/piano_phase1/C#3/C#3_v30_staccato_ped_t1.wav,C#3,49,30,staccato,1,0.669,1
data/piano_phase1/C#3/C#3_v30_sustain_noped_t1.wav,C#3,49,30,sustain,0,1.774,1
data/piano_phase1/C#3/C#3_v30_legato_noped_t1.wav,C#3,49,30,legato,0,2.244,1
data/piano_phase1/C#3/C#3_v90_portato_ped_t2.wav,C#3,49,90,portato,1,1.138,2
data/piano_phase1/C#3/C#3_v60_sustain_noped_t2.wav,C#3,49,60,sustain,0,1.788,2
data/piano_phase1/C#3/C#3_v30_staccato_noped_t2.wav,C#3,49,30,staccato,0,0.669,2
data/piano_phase1/C#3/C#3_v60_sustain_ped_t1.wav,C#3,49,60,sustain,1,1.788,1
data/piano_phase1/C#3/C#3_v90_legato_ped_t1.wav,C#3,49,90,legato,1,2.263,1
data/piano_phase1/C#3/C#3_v30_staccato_ped_t2.wav,C#3,49,30,staccato,1,0.669,2
data/piano_phase1/C#3/C#3_v60_portato_noped_t1.wav,C#3,49,60,portato,0,1.138,1
data/piano_phase1/C#3/C#3_v30_legato_ped_t1.wav,C#3,49,30,legato,1,2.244,1
data/piano_phase1/C#3/C#3_v90_staccato_ped_t2.wav,C#3,49,90,staccato,1,0.69,2
data/piano_phase1/C#3/C#3_v110_staccato_noped_t2.wav,C#3,49,110,staccato,0,0.692,2
data/piano_phase1/C#3/C#3_v110_legato_noped_t1.wav,C#3,49,110,legato,0,2.264,1
data/piano_phase1/C#3/C#3_v110_sustain_ped_t1.wav,C#3,49,110,sustain,1,1.788,1
data/piano_phase1/C#3/C#3_v110_staccato_ped_t1.wav,C#3,49,110,staccato,1,0.692,1
data/piano_phase1/C#3/C#3_v30_legato_ped_t2.wav,C#3,49,30,legato,1,2.244,2
data/piano_phase1/C#3/C#3_v90_staccato_ped_t1.wav,C#3,49,90,staccato,1,0.69,1
data/piano_phase1/C#3/C#3_v110_portato_ped_t1.wav,C#3,49,110,portato,1,1.139,1
data/piano_phase1/C#3/C#3_v110_sustain_noped_t2.wav,C#3,49,110,sustain,0,1.788,2
data/piano_phase1/D3/D3_v30_staccato_ped_t1.wav,D3,50,30,staccato,1,0.748,1
data/piano_phase1/D3/D3_v110_legato_ped_t2.wav,D3,50,110,legato,1,2.27,2
data/piano_phase1/D3/D3_v30_legato_noped_t1.wav,D3,50,30,legato,0,2.284,1
data/piano_phase1/D3/D3_v110_legato_noped_t2.wav,D3,50,110,legato,0,2.27,2
data/piano_phase1/D3/D3_v30_sustain_noped_t1.wav,D3,50,30,sustain,0,1.818,1
data/piano_phase1/D3/D3_v90_portato_noped_t1.wav,D3,50,90,portato,0,1.175,1
data/piano_phase1/D3/D3_v60_portato_ped_t1.wav,D3,50,60,portato,1,1.175,1
data/piano_phase1/D3/D3_v60_legato_noped_t1.wav,D3,50,60,legato,0,2.277,1
data/piano_phase1/D3/D3_v110_portato_noped_t2.wav,D3,50,110,portato,0,1.167,2
data/piano_phase1/D3/D3_v30_legato_noped_t2.wav,D3,50,30,legato,0,2.284,2
data/piano_phase1/D3/D3_v30_staccato_noped_t2.wav,D3,50,30,staccato,0,0.748,2
data/piano_phase1/D3/D3_v30_legato_ped_t2.wav,D3,50,30,legato,1,2.284,2
data/piano_phase1/D3/D3_v90_portato_ped_t2.wav,D3,50,90,portato,1,1.175,2
data/piano_phase1/D3/D3_v110_portato_noped_t1.wav,D3,50,110,portato,0,1.167,1
data/piano_phase1/D3/D3_v60_sustain_noped_t2.wav,D3,50,60,sustain,0,1.812,2
data/piano_phase1/D3/D3_v90_legato_noped_t1.wav,D3,50,90,legato,0,2.278,1
data/piano_phase1/D3/D3_v60_portato_ped_t2.wav,D3,50,60,portato,1,1.175,2
data/piano_phase1/D3/D3_v90_sustain_ped_t1.wav,D3,50,90,sustain,1,1.812,1
data/piano_phase1/D3/D3_v30_portato_noped_t2.wav,D3,50,30,portato,0,1.181,2
data/piano_phase1/D3/D3_v60_legato_ped_t2.wav,D3,50,60,legato,1,2.277,2
data/piano_phase1/D3/D3_v110_portato_ped_t2.wav,D3,50,110,portato,1,1.167,2
data/piano_phase1/D3/D3_v30_portato_ped_t1.wav,D3,50,30,portato,1,1.181,1
data/piano_phase1/D3/D3_v60_staccato_ped_t2.wav,D3,50,60,staccato,1,0.744,2
data/piano_phase1/D3/D3_v60_legato_ped_t1.wav,D3,50,60,legato,1,2.277,1
data/piano_phase1/D3/D3_v60_sustain_ped_t1.wav,D3,50,60,sustain,1,1.812,1
data/piano_phase1/D3/D3_v110_legato_ped_t1.wav,D3,50,110,legato,1,2.27,1
data/piano_phase1/D3/D3_v60_portato_noped_t1.wav,D3,50,60,portato,0,1.175,1
data/piano_phase1/D3/D3_v90_portato_noped_t2.wav,D3,50,90,portato,0,1.175,2
data/piano_phase1/D3/D3_v30_staccato_ped_t2.wav,D3,50,30,staccato,1,0.748,2
data/piano_phase1/D3/D3_v110_staccato_noped_t1.wav,D3,50,110,staccato,0,0.744,1
data/piano_phase1/D3/D3_v110_sustain_ped_t2.wav,D3,50,110,sustain,1,1.804,2
data/piano_phase1/D3/D3_v30_sustain_ped_t2.wav,D3,50,30,sustain,1,1.818,2
data/piano_phase1/D3/D3_v90_staccato_noped_t1.wav,D3,50,90,staccato,0,0.745,1
data/piano_phase1/D3/D3_v110_staccato_noped_t2.wav,D3,50,110,staccato,0,0.744,2
data/piano_phase1/D3/D3_v90_legato_ped_t2.wav,D3,50,90,legato,1,2.278,2
data/piano_phase1/D3/D3_v110_staccato_ped_t2.wav,D3,50,110,staccato,1,0.744,2
data/piano_phase1/D3/D3_v110_legato_noped_t1.wav,D3,50,110,legato,0,2.27,1
data/piano_phase1/D3/D3_v110_sustain_noped_t2.wav,D3,50,110,sustain,0,1.804,2
data/piano_phase1/D3/D3_v60_staccato_ped_t1.wav,D3,50,60,staccato,1,0.744,1
data/piano_phase1/D3/D3_v90_legato_noped_t2.wav,D3,50,90,legato,0,2.278,2
data/piano_phase1/D3/D3_v60_portato_noped_t2.wav,D3,50,60,portato,0,1.175,2
data/piano_phase1/D3/D3_v90_sustain_noped_t2.wav,D3,50,90,sustain,0,1.812,2
data/piano_phase1/D3/D3_v60_staccato_noped_t2.wav,D3,50,60,staccato,0,0.744,2
data/piano_phase1/D3/D3_v90_staccato_ped_t1.wav,D3,50,90,staccato,1,0.745,1
data/piano_phase1/D#3/D#3_v90_legato_ped_t2.wav,D#3,51,90,legato,1,2.267,2
data/piano_phase1/D#3/D#3_v30_sustain_noped_t2.wav,D#3,51,30,sustain,0,1.831,2
data/piano_phase1/D#3/D#3_v110_sustain_noped_t1.wav,D#3,51,110,sustain,0,1.812,1
data/piano_phase1/D#3/D#3_v110_sustain_ped_t2.wav,D#3,51,110,sustain,1,1.812,2
data/piano_phase1/D#3/D#3_v30_portato_noped_t2.wav,D#3,51,30,portato,0,1.178,2
data/piano_phase1/D#3/D#3_v110_legato_noped_t2.wav,D#3,51,110,legato,0,2.26,2
data/piano_phase1/D#3/D#3_v30_portato_ped_t1.wav,D#3,51,30,portato,1,1.178,1
data/piano_phase1/D#3/D#3_v30_sustain_ped_t2.wav,D#3,51,30,sustain,1,1.831,2
data/piano_phase1/D#3/D#3_v90_legato_noped_t2.wav,D#3,51,90,legato,0,2.267,2
data/piano_phase1/D#3/D#3_v110_portato_noped_t1.wav,D#3,51,110,portato,0,1.165,1
data/piano_phase1/D#3/D#3_v110_sustain_noped_t2.wav,D#3,51,110,sustain,0,1.812,2
data/piano_phase1/D#3/D#3_v30_staccato_ped_t2.wav,D#3,51,30,staccato,1,0.744,2
data/piano_phase1/D#3/D#3_v110_portato_ped_t1.wav,D#3,51,110,portato,1,1.165,1
data/piano_phase1/D#3/D#3_v60_legato_noped_t2.wav,D#3,51,60,legato,0,2.264,2
data/piano_phase1/D#3/D#3_v110_staccato_ped_t1.wav,D#3,51,110,staccato,1,0.74,1
data/piano_phase1/D#3/D#3_v90_sustain_noped_t1.wav,D#3,51,90,sustain,0,1.819,1
data/piano_phase1/D#3/D#3_v90_sustain_ped_t2.wav,D#3,51,90,sustain,1,1.819,2
data/piano_phase1/D#3/D#3_v110_portato_noped_t2.wav,D#3,51,110,portato,0,1.165,2
data/piano_phase1/D#3/D#3_v90_staccato_noped_t1.wav,D#3,51,90,staccato,0,0.744,1
data/piano_phase1/D#3/D#3_v60_sustain_noped_t1.wav,D#3,51,60,sustain,0,1.818,1
data/piano_phase1/D#3/D#3_v60_sustain_ped_t1.wav,D#3,51,60,sustain,1,1.818,1
data/piano_phase1/D#3/D#3_v60_legato_ped_t2.wav,D#3,51,60,legato,1,2.264,2
data/piano_phase1/D#3/D#3_v60_portato_noped_t1.wav,D#3,51,60,portato,0,1.172,1
data/piano_phase1/D#3/D#3_v60_portato_ped_t1.wav,D#3,51,60,portato,1,1.172,1
data/piano_phase1/D#3/D#3_v30_staccato_ped_t1.wav,D#3,51,30,staccato,1,0.744,1
data/piano_phase1/D#3/D#3_v30_staccato_noped_t1.wav,D#3,51,30,staccato,0,0.744,1
data/piano_phase1/D#3/D#3_v90_portato_noped_t2.wav,D#3,51,90,portato,0,1.172,2
data/piano_phase1/D#3/D#3_v110_portato_ped_t2.wav,D#3,51,110,portato,1,1.165,2
data/piano_phase1/D#3/D#3_v90_portato_noped_t1.wav,D#3,51,90,portato,0,1.172,1
data/piano_phase1/D#3/D#3_v60_staccato_noped_t2.wav,D#3,51,60,staccato,0,0.744,2
data/piano_phase1/D#3/D#3_v60_staccato_ped_t1.wav,D#3,51,60,staccato,1,0.744,1
data/piano_phase1/D#3/D#3_v30_staccato_noped_t2.wav,D#3,51,30,staccato,0,0.744,2
data/piano_phase1/D#3/D#3_v60_portato_noped_t2.wav,D#3,51,60,portato,0,1.172,2
data/piano_phase1/D#3/D#3_v30_portato_noped_t1.wav,D#3,51,30,portato,0,1.178,1
data/piano_phase1/D#3/D#3_v30_legato_ped_t1.wav,D#3,51,30,legato,1,2.273,1
data/piano_phase1/D#3/D#3_v30_legato_ped_t2.wav,D#3,51,30,legato,1,2.273,2
data/piano_phase1/D#3/D#3_v30_portato_ped_t2.wav,D#3,51,30,portato,1,1.178,2
data/piano_phase1/D#3/D#3_v90_portato_ped_t2.wav,D#3,51,90,portato,1,1.172,2
data/piano_phase1/D#3/D#3_v110_staccato_ped_t2.wav,D#3,51,110,staccato,1,0.74,2
data/piano_phase1/D#3/D#3_v60_legato_noped_t1.wav,D#3,51,60,legato,0,2.264,1
data/piano_phase1/D#3/D#3_v60_portato_ped_t2.wav,D#3,51,60,portato,1,1.172,2
data/piano_phase1/D#3/D#3_v90_sustain_noped_t2.wav,D#3,51,90,sustain,0,1.819,2
data/piano_phase1/D#3/D#3_v60_sustain_noped_t2.wav,D#3,51,60,sustain,0,1.818,2
data/piano_phase1/D#3/D#3_v60_staccato_ped_t2.wav,D#3,51,60,staccato,1,0.744,2
data/piano_phase1/E3/E3_v90_staccato_noped_t1.wav,E3,52,90,staccato,0,0.744,1
data/piano_phase1/E3/E3_v30_sustain_ped_t1.wav,E3,52,30,sustain,1,1.806,1
data/piano_phase1/E3/E3_v60_staccato_noped_t1.wav,E3,52,60,staccato,0,0.739,1
data/piano_phase1/E3/E3_v60_staccato_ped_t1.wav,E3,52,60,staccato,1,0.739,1
data/piano_phase1/E3/E3_v60_legato_ped_t1.wav,E3,52,60,legato,1,2.254,1
data/piano_phase1/E3/E3_v30_sustain_noped_t2.wav,E3,52,30,sustain,0,1.806,2
data/piano_phase1/E3/E3_v60_staccato_ped_t2.wav,E3,52,60,staccato,1,0.739,2
data/piano_phase1/E3/E3_v90_portato_ped_t2.wav,E3,52,90,portato,1,1.167,2
data/piano_phase1/E3/E3_v110_portato_noped_t2.wav,E3,52,110,portato,0,1.16,2
data/piano_phase1/E3/E3_v110_staccato_noped_t1.wav,E3,52,110,staccato,0,0.739,1
data/piano_phase1/E3/E3_v30_legato_ped_t1.wav,E3,52,30,legato,1,2.266,1
data/piano_phase1/E3/E3_v110_legato_noped_t1.wav,E3,52,110,legato,0,2.255,1
data/piano_phase1/E3/E3_v110_sustain_ped_t1.wav,E3,52,110,sustain,1,1.794,1
data/piano_phase1/E3/E3_v110_legato_ped_t1.wav,E3,52,110,legato,1,2.255,1
data/piano_phase1/E3/E3_v90_staccato_ped_t2.wav,E3,52,90,staccato,1,0.744,2
data/piano_phase1/E3/E3_v90_portato_ped_t1.wav,E3,52,90,portato,1,1.167,1
data/piano_phase1/E3/E3_v60_legato_ped_t2.wav,E3,52,60,legato,1,2.254,2
data/piano_phase1/E3/E3_v60_portato_noped_t1.wav,E3,52,60,portato,0,1.166,1
data/piano_phase1/E3/E3_v110_staccato_ped_t1.wav,E3,52,110,staccato,1,0.739,1
data/piano_phase1/E3/E3_v30_staccato_noped_t2.wav,E3,52,30,staccato,0,0.745,2
data/piano_phase1/E3/E3_v90_legato_noped_t1.wav,E3,52,90,legato,0,2.261,1
data/piano_phase1/E3/E3_v90_staccato_noped_t2.wav,E3,52,90,staccato,0,0.744,2
data/piano_phase1/E3/E3_v60_portato_ped_t2.wav,E3,52,60,portato,1,1.166,2
data/piano_phase1/E3/E3_v90_portato_noped_t1.wav,E3,52,90,portato,0,1.167,1
data/piano_phase1/E3/E3_v30_legato_noped_t2.wav,E3,52,30,legato,0,2.266,2
data/piano_phase1/E3/E3_v30_portato_noped_t2.wav,E3,52,30,portato,0,1.172,2
data/piano_phase1/E3/E3_v30_portato_ped_t2.wav,E3,52,30,portato,1,1.172,2
data/piano_phase1/E3/E3_v90_sustain_noped_t1.wav,E3,52,90,sustain,0,1.801,1
data/piano_phase1/E3/E3_v60_sustain_noped_t1.wav,E3,52,60,sustain,0,1.806,1
data/piano_phase1/E3/E3_v90_portato_noped_t2.wav,E3,52,90,portato,0,1.167,2
data/piano_phase1/E3/E3_v30_staccato_ped_t1.wav,E3,52,30,staccato,1,0.745,1
data/piano_phase1/E3/E3_v30_staccato_noped_t1.wav,E3,52,30,staccato,0,0.745,1
data/piano_phase1/E3/E3_v110_staccato_ped_t2.wav,E3,52,110,staccato,1,0.739,2
data/piano_phase1/E3/E3_v90_legato_ped_t2.wav,E3,52,90,legato,1,2.261,2
data/piano_phase1/E3/E3_v90_sustain_ped_t1.wav,E3,52,90,sustain,1,1.801,1
data/piano_phase1/E3/E3_v30_portato_noped_t1.wav,E3,52,30,portato,0,1.172,1
data/piano_phase1/E3/E3_v110_staccato_noped_t2.wav,E3,52,110,staccato,0,0.739,2
data/piano_phase1/E3/E3_v110_sustain_ped_t2.wav,E3,52,110,sustain,1,1.794,2
data/piano_phase1/E3/E3_v60_staccato_noped_t2.wav,E3,52,60,staccato,0,0.739,2
data/piano_phase1/E3/E3_v30_sustain_ped_t2.wav,E3,52,30,sustain,1,1.806,2
data/piano_phase1/E3/E3_v110_legato_noped_t2.wav,E3,52,110,legato,0,2.255,2
data/piano_phase1/E3/E3_v30_sustain_noped_t1.wav,E3,52,30,sustain,0,1.806,1
data/piano_phase1/E3/E3_v60_legato_noped_t1.wav,E3,52,60,legato,0,2.254,1
data/piano_phase1/E3/E3_v90_staccato_ped_t1.wav,E3,52,90,staccato,1,0.744,1
data/piano_phase1/F3/F3_v90_sustain_ped_t1.wav,F3,53,90,sustain,1,1.798,1
data/piano_phase1/F3/F3_v90_legato_noped_t2.wav,F3,53,90,legato,0,2.257,2
data/piano_phase1/F3/F3_v60_staccato_ped_t2.wav,F3,53,60,staccato,1,0.705,2
data/piano_phase1/F3/F3_v60_legato_noped_t1.wav,F3,53,60,legato,0,2.27,1
data/piano_phase1/F3/F3_v110_sustain_ped_t2.wav,F3,53,110,sustain,1,1.797,2
data/piano_phase1/F3/F3_v60_sustain_noped_t1.wav,F3,53,60,sustain,0,1.803,1
data/piano_phase1/F3/F3_v60_portato_ped_t1.wav,F3,53,60,portato,1,1.146,1
data/piano_phase1/F3/F3_v110_portato_noped_t2.wav,F3,53,110,portato,0,1.142,2
data/piano_phase1/F3/F3_v110_staccato_ped_t2.wav,F3,53,110,staccato,1,0.7,2
data/piano_phase1/F3/F3_v60_staccato_noped_t2.wav,F3,53,60,staccato,0,0.705,2
data/piano_phase1/F3/F3_v30_staccato_noped_t2.wav,F3,53,30,staccato,0,0.704,2
data/piano_phase1/F3/F3_v110_legato_ped_t2.wav,F3,53,110,legato,1,2.253,2
data/piano_phase1/F3/F3_v90_staccato_ped_t2.wav,F3,53,90,staccato,1,0.703,2
data/piano_phase1/F3/F3_v60_sustain_ped_t2.wav,F3,53,60,sustain,1,1.803,2
data/piano_phase1/F3/F3_v60_legato_noped_t2.wav,F3,53,60,legato,0,2.27,2
data/piano_phase1/F3/F3_v30_portato_ped_t1.wav,F3,53,30,portato,1,1.16,1
data/piano_phase1/F3/F3_v90_sustain_noped_t2.wav,F3,53,90,sustain,0,1.798,2
data/piano_phase1/F3/F3_v110_sustain_noped_t2.wav,F3,53,110,sustain,0,1.797,2
data/piano_phase1/F3/F3_v60_staccato_ped_t1.wav,F3,53,60,staccato,1,0.705,1
data/piano_phase1/F3/F3_v60_portato_ped_t2.wav,F3,53,60,portato,1,1.146,2
data/piano_phase1/F3/F3_v30_staccato_noped_t1.wav,F3,53,30,staccato,0,0.704,1
data/piano_phase1/F3/F3_v90_portato_ped_t2.wav,F3,53,90,portato,1,1.142,2
data/piano_phase1/F3/F3_v110_portato_ped_t2.wav,F3,53,110,portato,1,1.142,2
data/piano_phase1/F3/F3_v30_legato_ped_t1.wav,F3,53,30,legato,1,2.268,1
data/piano_phase1/F3/F3_v30_sustain_noped_t2.wav,F3,53,30,sustain,0,1.803,2
data/piano_phase1/F3/F3_v60_legato_ped_t2.wav,F3,53,60,legato,1,2.27,2
data/piano_phase1/F3/F3_v60_portato_noped_t2.wav,F3,53,60,portato,0,1.146,2
data/piano_phase1/F3/F3_v110_staccato_noped_t1.wav,F3,53,110,staccato,0,0.7,1
data/piano_phase1/F3/F3_v30_legato_noped_t1.wav,F3,53,30,legato,0,2.268,1
data/piano_phase1/F3/F3_v30_sustain_noped_t1.wav,F3,53,30,sustain,0,1.803,1
data/piano_phase1/F3/F3_v90_legato_noped_t1.wav,F3,53,90,legato,0,2.257,1
data/piano_phase1/F3/F3_v90_staccato_ped_t1.wav,F3,53,90,staccato,1,0.703,1
data/piano_phase1/F3/F3_v30_legato_noped_t2.wav,F3,53,30,legato,0,2.268,2
data/piano_phase1/F3/F3_v60_staccato_noped_t1.wav,F3,53,60,staccato,0,0.705,1
data/piano_phase1/F3/F3_v60_portato_noped_t1.wav,F3,53,60,portato,0,1.146,1
data/piano_phase1/F3/F3_v110_sustain_noped_t1.wav,F3,53,110,sustain,0,1.797,1
data/piano_phase1/F3/F3_v90_legato_ped_t2.wav,F3,53,90,legato,1,2.257,2
data/piano_phase1/F3/F3_v60_sustain_ped_t1.wav,F3,53,60,sustain,1,1.803,1
data/piano_phase1/F3/F3_v110_portato_noped_t1.wav,F3,53,110,portato,0,1.142,1
data/piano_phase1/F3/F3_v30_staccato_ped_t1.wav,F3,53,30,staccato,1,0.704,1
data/piano_phase1/F3/F3_v110_staccato_noped_t2.wav,F3,53,110,staccato,0,0.7,2
data/piano_phase1/F3/F3_v110_legato_noped_t1.wav,F3,53,110,legato,0,2.253,1
data/piano_phase1/F3/F3_v90_legato_ped_t1.wav,F3,53,90,legato,1,2.257,1
data/piano_phase1/F3/F3_v90_portato_noped_t1.wav,F3,53,90,portato,0,1.142,1
data/piano_phase1/F#3/F#3_v60_legato_ped_t1.wav,F#3,54,60,legato,1,2.256,1
data/piano_phase1/F#3/F#3_v110_legato_ped_t1.wav,F#3,54,110,legato,1,2.245,1
data/piano_phase1/F#3/F#3_v90_portato_noped_t1.wav,F#3,54,90,portato,0,1.145,1
data/piano_phase1/F#3/F#3_v90_portato_ped_t2.wav,F#3,54,90,portato,1,1.145,2
data/piano_phase1/F#3/F#3_v30_sustain_ped_t1.wav,F#3,54,30,sustain,1,1.805,1
data/piano_phase1/F#3/F#3_v60_sustain_ped_t1.wav,F#3,54,60,sustain,1,1.795,1
data/piano_phase1/F#3/F#3_v30_legato_ped_t2.wav,F#3,54,30,legato,1,2.294,2
data/piano_phase1/F#3/F#3_v60_legato_noped_t1.wav,F#3,54,60,legato,0,2.256,1
data/piano_phase1/F#3/F#3_v110_staccato_ped_t1.wav,F#3,54,110,staccato,1,0.699,1
data/piano_phase1/F#3/F#3_v90_sustain_noped_t2.wav,F#3,54,90,sustain,0,1.79,2
data/piano_phase1/F#3/F#3_v30_legato_noped_t1.wav,F#3,54,30,legato,0,2.294,1
data/piano_phase1/F#3/F#3_v110_portato_ped_t2.wav,F#3,54,110,portato,1,1.143,2
data/piano_phase1/F#3/F#3_v60_staccato_ped_t2.wav,F#3,54,60,staccato,1,0.708,2
data/piano_phase1/F#3/F#3_v60_legato_noped_t2.wav,F#3,54,60,legato,0,2.256,2
