filepath,instrument,note,midi,velocity,articulation,pedal,seconds,fs,bits,peak_dbfs,source,soundfont
data/piano_A/A0/A0_v110_sustain_noped_01.wav,piano_A,A0,21,110,sustain,0,2.0,44100,16,-3.27,synth_sf2,piano.sf2
data/piano_A/A0/A0_v110_sustain_ped_01.wav,piano_A,A0,21,110,sustain,1,2.0,44100,16,-3.27,synth_sf2,piano.sf2
data/piano_A/A#0/A#0_v30_staccato_noped_01.wav,piano_A,A#0,22,30,staccato,0,0.8,44100,16,-2.65,synth_sf2,piano.sf2
data/piano_A/A#0/A#0_v30_staccato_ped_01.wav,piano_A,A#0,22,30,staccato,1,0.8,44100,16,-2.65,synth_sf2,piano.sf2
data/piano_A/A#0/A#0_v30_sustain_noped_01.wav,piano_A,A#0,22,30,sustain,0,2.0,44100,16,-2.65,synth_sf2,piano.sf2
data/piano_A/A#0/A#0_v30_sustain_ped_01.wav,piano_A,A#0,22,30,sustain,1,2.0,44100,16,-2.65,synth_sf2,piano.sf2
data/piano_A/A#0/A#0_v60_staccato_noped_01.wav,piano_A,A#0,22,60,staccato,0,0.8,44100,16,-3.41,synth_sf2,piano.sf2
data/piano_A/A#0/A#0_v60_staccato_ped_01.wav,piano_A,A#0,22,60,staccato,1,0.8,44100,16,-3.41,synth_sf2,piano.sf2
data/piano_A/A#0/A#0_v60_sustain_noped_01.wav,piano_A,A#0,22,60,sustain,0,2.0,44100,16,-3.41,synth_sf2,piano.sf2
data/piano_A/A#0/A#0_v60_sustain_ped_01.wav,piano_A,A#0,22,60,sustain,1,2.0,44100,16,-3.41,synth_sf2,piano.sf2
data/piano_A/A#0/A#0_v90_staccato_noped_01.wav,piano_A,A#0,22,90,staccato,0,0.8,44100,16,-3.09,synth_sf2,piano.sf2
data/piano_A/A#0/A#0_v90_staccato_ped_01.wav,piano_A,A#0,22,90,staccato,1,0.8,44100,16,-3.09,synth_sf2,piano.sf2
data/piano_A/A#0/A#0_v90_sustain_noped_01.wav,piano_A,A#0,22,90,sustain,0,2.0,44100,16,-3.09,synth_sf2,piano.sf2
data/piano_A/A#0/A#0_v90_sustain_ped_01.wav,piano_A,A#0,22,90,sustain,1,2.0,44100,16,-3.09,synth_sf2,piano.sf2
data/piano_A/A#0/A#0_v110_staccato_noped_01.wav,piano_A,A#0,22,110,staccato,0,0.8,44100,16,-3.27,synth_sf2,piano.sf2
data/piano_A/A#0/A#0_v110_staccato_ped_01.wav,piano_A,A#0,22,110,staccato,1,0.8,44100,16,-3.27,synth_sf2,piano.sf2
data/piano_A/A#0/A#0_v110_sustain_noped_01.wav,piano_A,A#0,22,110,sustain,0,2.0,44100,16,-3.27,synth_sf2,piano.sf2
data/piano_A/A#0/A#0_v110_sustain_ped_01.wav,piano_A,A#0,22,110,sustain,1,2.0,44100,16,-3.27,synth_sf2,piano.sf2
data/piano_A/B0/B0_v30_staccato_noped_01.wav,piano_A,B0,23,30,staccato,0,0.8,44100,16,-4.15,synth_sf2,piano.sf2
data/piano_A/B0/B0_v30_staccato_ped_01.wav,piano_A,B0,23,30,staccato,1,0.8,44100,16,-4.15,synth_sf2,piano.sf2
data/piano_A/B0/B0_v30_sustain_noped_01.wav,piano_A,B0,23,30,sustain,0,2.0,44100,16,-4.15,synth_sf2,piano.sf2
data/piano_A/B0/B0_v30_sustain_ped_01.wav,piano_A,B0,23,30,sustain,1,2.0,44100,16,-4.15,synth_sf2,piano.sf2
data/piano_A/B0/B0_v60_staccato_noped_01.wav,piano_A,B0,23,60,staccato,0,0.8,44100,16,-4.36,synth_sf2,piano.sf2
data/piano_A/B0/B0_v60_staccato_ped_01.wav,piano_A,B0,23,60,staccato,1,0.8,44100,16,-4.36,synth_sf2,piano.sf2
data/piano_A/B0/B0_v60_sustain_noped_01.wav,piano_A,B0,23,60,sustain,0,2.0,44100,16,-4.36,synth_sf2,piano.sf2
data/piano_A/B0/B0_v60_sustain_ped_01.wav,piano_A,B0,23,60,sustain,1,2.0,44100,16,-4.36,synth_sf2,piano.sf2
data/piano_A/B0/B0_v90_staccato_noped_01.wav,piano_A,B0,23,90,staccato,0,0.8,44100,16,-4.57,synth_sf2,piano.sf2
data/piano_A/B0/B0_v90_staccato_ped_01.wav,piano_A,B0,23,90,staccato,1,0.8,44100,16,-4.57,synth_sf2,piano.sf2
data/piano_A/B0/B0_v90_sustain_noped_01.wav,piano_A,B0,23,90,sustain,0,2.0,44100,16,-4.57,synth_sf2,piano.sf2
data/piano_A/B0/B0_v90_sustain_ped_01.wav,piano_A,B0,23,90,sustain,1,2.0,44100,16,-4.57,synth_sf2,piano.sf2
data/piano_A/B0/B0_v110_staccato_noped_01.wav,piano_A,B0,23,110,staccato,0,0.8,44100,16,-4.9,synth_sf2,piano.sf2
data/piano_A/B0/B0_v110_staccato_ped_01.wav,piano_A,B0,23,110,staccato,1,0.8,44100,16,-4.9,synth_sf2,piano.sf2
data/piano_A/B0/B0_v110_sustain_noped_01.wav,piano_A,B0,23,110,sustain,0,2.0,44100,16,-4.9,synth_sf2,piano.sf2
data/piano_A/B0/B0_v110_sustain_ped_01.wav,piano_A,B0,23,110,sustain,1,2.0,44100,16,-4.9,synth_sf2,piano.sf2
data/piano_A/C1/C1_v30_staccato_noped_01.wav,piano_A,C1,24,30,staccato,0,0.8,44100,16,-4.16,synth_sf2,piano.sf2
data/piano_A/C1/C1_v30_staccato_ped_01.wav,piano_A,C1,24,30,staccato,1,0.8,44100,16,-4.16,synth_sf2,piano.sf2
data/piano_A/C1/C1_v30_sustain_noped_01.wav,piano_A,C1,24,30,sustain,0,2.0,44100,16,-4.16,synth_sf2,piano.sf2
data/piano_A/C1/C1_v30_sustain_ped_01.wav,piano_A,C1,24,30,sustain,1,2.0,44100,16,-4.16,synth_sf2,piano.sf2
data/piano_A/C1/C1_v60_staccato_noped_01.wav,piano_A,C1,24,60,staccato,0,0.8,44100,16,-4.36,synth_sf2,piano.sf2
data/piano_A/C1/C1_v60_staccato_ped_01.wav,piano_A,C1,24,60,staccato,1,0.8,44100,16,-4.36,synth_sf2,piano.sf2
data/piano_A/C1/C1_v60_sustain_noped_01.wav,piano_A,C1,24,60,sustain,0,2.0,44100,16,-4.36,synth_sf2,piano.sf2
data/piano_A/C1/C1_v60_sustain_ped_01.wav,piano_A,C1,24,60,sustain,1,2.0,44100,16,-4.36,synth_sf2,piano.sf2
data/piano_A/C1/C1_v90_staccato_noped_01.wav,piano_A,C1,24,90,staccato,0,0.8,44100,16,-4.57,synth_sf2,piano.sf2
data/piano_A/C1/C1_v90_staccato_ped_01.wav,piano_A,C1,24,90,staccato,1,0.8,44100,16,-4.57,synth_sf2,piano.sf2
data/piano_A/C1/C1_v90_sustain_noped_01.wav,piano_A,C1,24,90,sustain,0,2.0,44100,16,-4.57,synth_sf2,piano.sf2
data/piano_A/C1/C1_v90_sustain_ped_01.wav,piano_A,C1,24,90,sustain,1,2.0,44100,16,-4.57,synth_sf2,piano.sf2
data/piano_A/C1/C1_v110_staccato_noped_01.wav,piano_A,C1,24,110,staccato,0,0.8,44100,16,-4.9,synth_sf2,piano.sf2
data/piano_A/C1/C1_v110_staccato_ped_01.wav,piano_A,C1,24,110,staccato,1,0.8,44100,16,-4.9,synth_sf2,piano.sf2
data/piano_A/C1/C1_v110_sustain_noped_01.wav,piano_A,C1,24,110,sustain,0,2.0,44100,16,-4.9,synth_sf2,piano.sf2
data/piano_A/C1/C1_v110_sustain_ped_01.wav,piano_A,C1,24,110,sustain,1,2.0,44100,16,-4.9,synth_sf2,piano.sf2
data/piano_A/C#1/C#1_v30_staccato_noped_01.wav,piano_A,C#1,25,30,staccato,0,0.8,44100,16,-4.15,synth_sf2,piano.sf2
data/piano_A/C#1/C#1_v30_staccato_ped_01.wav,piano_A,C#1,25,30,staccato,1,0.8,44100,16,-4.15,synth_sf2,piano.sf2
data/piano_A/C#1/C#1_v30_sustain_noped_01.wav,piano_A,C#1,25,30,sustain,0,2.0,44100,16,-4.15,synth_sf2,piano.sf2
data/piano_A/C#1/C#1_v30_sustain_ped_01.wav,piano_A,C#1,25,30,sustain,1,2.0,44100,16,-4.15,synth_sf2,piano.sf2
data/piano_A/C#1/C#1_v60_staccato_noped_01.wav,piano_A,C#1,25,60,staccato,0,0.8,44100,16,-4.36,synth_sf2,piano.sf2
data/piano_A/C#1/C#1_v60_staccato_ped_01.wav,piano_A,C#1,25,60,staccato,1,0.8,44100,16,-4.36,synth_sf2,piano.sf2
data/piano_A/C#1/C#1_v60_sustain_noped_01.wav,piano_A,C#1,25,60,sustain,0,2.0,44100,16,-4.36,synth_sf2,piano.sf2
data/piano_A/C#1/C#1_v60_sustain_ped_01.wav,piano_A,C#1,25,60,sustain,1,2.0,44100,16,-4.36,synth_sf2,piano.sf2
data/piano_A/C#1/C#1_v90_staccato_noped_01.wav,piano_A,C#1,25,90,staccato,0,0.8,44100,16,-4.57,synth_sf2,piano.sf2
data/piano_A/C#1/C#1_v90_staccato_ped_01.wav,piano_A,C#1,25,90,staccato,1,0.8,44100,16,-4.57,synth_sf2,piano.sf2
data/piano_A/C#1/C#1_v90_sustain_noped_01.wav,piano_A,C#1,25,90,sustain,0,2.0,44100,16,-4.57,synth_sf2,piano.sf2
data/piano_A/C#1/C#1_v90_sustain_ped_01.wav,piano_A,C#1,25,90,sustain,1,2.0,44100,16,-4.57,synth_sf2,piano.sf2
data/piano_A/C#1/C#1_v110_staccato_noped_01.wav,piano_A,C#1,25,110,staccato,0,0.8,44100,16,-4.9,synth_sf2,piano.sf2
data/piano_A/C#1/C#1_v110_staccato_ped_01.wav,piano_A,C#1,25,110,staccato,1,0.8,44100,16,-4.9,synth_sf2,piano.sf2
data/piano_A/C#1/C#1_v110_sustain_noped_01.wav,piano_A,C#1,25,110,sustain,0,2.0,44100,16,-4.9,synth_sf2,piano.sf2
data/piano_A/C#1/C#1_v110_sustain_ped_01.wav,piano_A,C#1,25,110,sustain,1,2.0,44100,16,-4.9,synth_sf2,piano.sf2
data/piano_A/D1/D1_v30_staccato_noped_01.wav,piano_A,D1,26,30,staccato,0,0.8,44100,16,-4.78,synth_sf2,piano.sf2
data/piano_A/D1/D1_v30_staccato_ped_01.wav,piano_A,D1,26,30,staccato,1,0.8,44100,16,-4.78,synth_sf2,piano.sf2
data/piano_A/D1/D1_v30_sustain_noped_01.wav,piano_A,D1,26,30,sustain,0,2.0,44100,16,-4.78,synth_sf2,piano.sf2
data/piano_A/D1/D1_v30_sustain_ped_01.wav,piano_A,D1,26,30,sustain,1,2.0,44100,16,-4.78,synth_sf2,piano.sf2
data/piano_A/D1/D1_v60_staccato_noped_01.wav,piano_A,D1,26,60,staccato,0,0.8,44100,16,-3.85,synth_sf2,piano.sf2
data/piano_A/D1/D1_v60_staccato_ped_01.wav,piano_A,D1,26,60,staccato,1,0.8,44100,16,-3.85,synth_sf2,piano.sf2
data/piano_A/D1/D1_v60_sustain_noped_01.wav,piano_A,D1,26,60,sustain,0,2.0,44100,16,-3.85,synth_sf2,piano.sf2
data/piano_A/D1/D1_v60_sustain_ped_01.wav,piano_A,D1,26,60,sustain,1,2.0,44100,16,-3.85,synth_sf2,piano.sf2
data/piano_A/D1/D1_v90_staccato_noped_01.wav,piano_A,D1,26,90,staccato,0,0.8,44100,16,-4.09,synth_sf2,piano.sf2
data/piano_A/D1/D1_v90_staccato_ped_01.wav,piano_A,D1,26,90,staccato,1,0.8,44100,16,-4.09,synth_sf2,piano.sf2
data/piano_A/D1/D1_v90_sustain_noped_01.wav,piano_A,D1,26,90,sustain,0,2.0,44100,16,-4.09,synth_sf2,piano.sf2
data/piano_A/D1/D1_v90_sustain_ped_01.wav,piano_A,D1,26,90,sustain,1,2.0,44100,16,-4.09,synth_sf2,piano.sf2
data/piano_A/D1/D1_v110_staccato_noped_01.wav,piano_A,D1,26,110,staccato,0,0.8,44100,16,-4.14,synth_sf2,piano.sf2
data/piano_A/D1/D1_v110_staccato_ped_01.wav,piano_A,D1,26,110,staccato,1,0.8,44100,16,-4.14,synth_sf2,piano.sf2
data/piano_A/D1/D1_v110_sustain_noped_01.wav,piano_A,D1,26,110,sustain,0,2.0,44100,16,-4.14,synth_sf2,piano.sf2
data/piano_A/D1/D1_v110_sustain_ped_01.wav,piano_A,D1,26,110,sustain,1,2.0,44100,16,-4.14,synth_sf2,piano.sf2
data/piano_A/D#1/D#1_v30_staccato_noped_01.wav,piano_A,D#1,27,30,staccato,0,0.8,44100,16,-4.78,synth_sf2,piano.sf2
data/piano_A/D#1/D#1_v30_staccato_ped_01.wav,piano_A,D#1,27,30,staccato,1,0.8,44100,16,-4.78,synth_sf2,piano.sf2
data/piano_A/D#1/D#1_v30_sustain_noped_01.wav,piano_A,D#1,27,30,sustain,0,2.0,44100,16,-4.78,synth_sf2,piano.sf2
data/piano_A/D#1/D#1_v30_sustain_ped_01.wav,piano_A,D#1,27,30,sustain,1,2.0,44100,16,-4.78,synth_sf2,piano.sf2
data/piano_A/D#1/D#1_v60_staccato_noped_01.wav,piano_A,D#1,27,60,staccato,0,0.8,44100,16,-3.85,synth_sf2,piano.sf2
data/piano_A/D#1/D#1_v60_staccato_ped_01.wav,piano_A,D#1,27,60,staccato,1,0.8,44100,16,-3.85,synth_sf2,piano.sf2
data/piano_A/D#1/D#1_v60_sustain_noped_01.wav,piano_A,D#1,27,60,sustain,0,2.0,44100,16,-3.85,synth_sf2,piano.sf2
data/piano_A/D#1/D#1_v60_sustain_ped_01.wav,piano_A,D#1,27,60,sustain,1,2.0,44100,16,-3.85,synth_sf2,piano.sf2
data/piano_A/D#1/D#1_v90_staccato_noped_01.wav,piano_A,D#1,27,90,staccato,0,0.8,44100,16,-4.09,synth_sf2,piano.sf2
data/piano_A/D#1/D#1_v90_staccato_ped_01.wav,piano_A,D#1,27,90,staccato,1,0.8,44100,16,-4.09,synth_sf2,piano.sf2
data/piano_A/D#1/D#1_v90_sustain_noped_01.wav,piano_A,D#1,27,90,sustain,0,2.0,44100,16,-4.09,synth_sf2,piano.sf2
data/piano_A/D#1/D#1_v90_sustain_ped_01.wav,piano_A,D#1,27,90,sustain,1,2.0,44100,16,-4.09,synth_sf2,piano.sf2
data/piano_A/D#1/D#1_v110_staccato_noped_01.wav,piano_A,D#1,27,110,staccato,0,0.8,44100,16,-4.14,synth_sf2,piano.sf2
data/piano_A/D#1/D#1_v110_staccato_ped_01.wav,piano_A,D#1,27,110,staccato,1,0.8,44100,16,-4.14,synth_sf2,piano.sf2
data/piano_A/D#1/D#1_v110_sustain_noped_01.wav,piano_A,D#1,27,110,sustain,0,2.0,44100,16,-4.14,synth_sf2,piano.sf2
data/piano_A/D#1/D#1_v110_sustain_ped_01.wav,piano_A,D#1,27,110,sustain,1,2.0,44100,16,-4.14,synth_sf2,piano.sf2
data/piano_A/E1/E1_v30_staccato_noped_01.wav,piano_A,E1,28,30,staccato,0,0.8,44100,16,-4.78,synth_sf2,piano.sf2
data/piano_A/E1/E1_v30_staccato_ped_01.wav,piano_A,E1,28,30,staccato,1,0.8,44100,16,-4.78,synth_sf2,piano.sf2
data/piano_A/E1/E1_v30_sustain_noped_01.wav,piano_A,E1,28,30,sustain,0,2.0,44100,16,-4.78,synth_sf2,piano.sf2
data/piano_A/E1/E1_v30_sustain_ped_01.wav,piano_A,E1,28,30,sustain,1,2.0,44100,16,-4.78,synth_sf2,piano.sf2
data/piano_A/E1/E1_v60_staccato_noped_01.wav,piano_A,E1,28,60,staccato,0,0.8,44100,16,-3.85,synth_sf2,piano.sf2
data/piano_A/E1/E1_v60_staccato_ped_01.wav,piano_A,E1,28,60,staccato,1,0.8,44100,16,-3.85,synth_sf2,piano.sf2
data/piano_A/E1/E1_v60_sustain_noped_01.wav,piano_A,E1,28,60,sustain,0,2.0,44100,16,-3.85,synth_sf2,piano.sf2
data/piano_A/E1/E1_v60_sustain_ped_01.wav,piano_A,E1,28,60,sustain,1,2.0,44100,16,-3.85,synth_sf2,piano.sf2
data/piano_A/E1/E1_v90_staccato_noped_01.wav,piano_A,E1,28,90,staccato,0,0.8,44100,16,-4.09,synth_sf2,piano.sf2
data/piano_A/E1/E1_v90_staccato_ped_01.wav,piano_A,E1,28,90,staccato,1,0.8,44100,16,-4.09,synth_sf2,piano.sf2
data/piano_A/E1/E1_v90_sustain_noped_01.wav,piano_A,E1,28,90,sustain,0,2.0,44100,16,-4.09,synth_sf2,piano.sf2
data/piano_A/E1/E1_v90_sustain_ped_01.wav,piano_A,E1,28,90,sustain,1,2.0,44100,16,-4.09,synth_sf2,piano.sf2
data/piano_A/E1/E1_v110_staccato_noped_01.wav,piano_A,E1,28,110,staccato,0,0.8,44100,16,-4.14,synth_sf2,piano.sf2
data/piano_A/E1/E1_v110_staccato_ped_01.wav,piano_A,E1,28,110,staccato,1,0.8,44100,16,-4.14,synth_sf2,piano.sf2
data/piano_A/E1/E1_v110_sustain_noped_01.wav,piano_A,E1,28,110,sustain,0,2.0,44100,16,-4.14,synth_sf2,piano.sf2
data/piano_A/E1/E1_v110_sustain_ped_01.wav,piano_A,E1,28,110,sustain,1,2.0,44100,16,-4.14,synth_sf2,piano.sf2
data/piano_A/F1/F1_v30_staccato_noped_01.wav,piano_A,F1,29,30,staccato,0,0.8,44100,16,-4.94,synth_sf2,piano.sf2
data/piano_A/F1/F1_v30_staccato_ped_01.wav,piano_A,F1,29,30,staccato,1,0.8,44100,16,-4.94,synth_sf2,piano.sf2
data/piano_A/F1/F1_v30_sustain_noped_01.wav,piano_A,F1,29,30,sustain,0,2.0,44100,16,-4.94,synth_sf2,piano.sf2
data/piano_A/F1/F1_v30_sustain_ped_01.wav,piano_A,F1,29,30,sustain,1,2.0,44100,16,-4.94,synth_sf2,piano.sf2
data/piano_A/F1/F1_v60_staccato_noped_01.wav,piano_A,F1,29,60,staccato,0,0.8,44100,16,-5.19,synth_sf2,piano.sf2
data/piano_A/F1/F1_v60_staccato_ped_01.wav,piano_A,F1,29,60,staccato,1,0.8,44100,16,-5.19,synth_sf2,piano.sf2
data/piano_A/F1/F1_v60_sustain_noped_01.wav,piano_A,F1,29,60,sustain,0,2.0,44100,16,-5.19,synth_sf2,piano.sf2
data/piano_A/F1/F1_v60_sustain_ped_01.wav,piano_A,F1,29,60,sustain,1,2.0,44100,16,-5.19,synth_sf2,piano.sf2
data/piano_A/F1/F1_v90_staccato_noped_01.wav,piano_A,F1,29,90,staccato,0,0.8,44100,16,-5.1,synth_sf2,piano.sf2
data/piano_A/F1/F1_v90_staccato_ped_01.wav,piano_A,F1,29,90,staccato,1,0.8,44100,16,-5.1,synth_sf2,piano.sf2
data/piano_A/F1/F1_v90_sustain_noped_01.wav,piano_A,F1,29,90,sustain,0,2.0,44100,16,-5.1,synth_sf2,piano.sf2
data/piano_A/F1/F1_v90_sustain_ped_01.wav,piano_A,F1,29,90,sustain,1,2.0,44100,16,-5.1,synth_sf2,piano.sf2
data/piano_A/F1/F1_v110_staccato_noped_01.wav,piano_A,F1,29,110,staccato,0,0.8,44100,16,-4.99,synth_sf2,piano.sf2
data/piano_A/F1/F1_v110_staccato_ped_01.wav,piano_A,F1,29,110,staccato,1,0.8,44100,16,-4.99,synth_sf2,piano.sf2
data/piano_A/F1/F1_v110_sustain_noped_01.wav,piano_A,F1,29,110,sustain,0,2.0,44100,16,-4.99,synth_sf2,piano.sf2
data/piano_A/F1/F1_v110_sustain_ped_01.wav,piano_A,F1,29,110,sustain,1,2.0,44100,16,-4.99,synth_sf2,piano.sf2
data/piano_A/F#1/F#1_v30_staccato_noped_01.wav,piano_A,F#1,30,30,staccato,0,0.8,44100,16,-4.94,synth_sf2,piano.sf2
data/piano_A/F#1/F#1_v30_staccato_ped_01.wav,piano_A,F#1,30,30,staccato,1,0.8,44100,16,-4.94,synth_sf2,piano.sf2
data/piano_A/F#1/F#1_v30_sustain_noped_01.wav,piano_A,F#1,30,30,sustain,0,2.0,44100,16,-4.94,synth_sf2,piano.sf2
data/piano_A/F#1/F#1_v30_sustain_ped_01.wav,piano_A,F#1,30,30,sustain,1,2.0,44100,16,-4.94,synth_sf2,piano.sf2
data/piano_A/F#1/F#1_v60_staccato_noped_01.wav,piano_A,F#1,30,60,staccato,0,0.8,44100,16,-5.19,synth_sf2,piano.sf2
data/piano_A/F#1/F#1_v60_staccato_ped_01.wav,piano_A,F#1,30,60,staccato,1,0.8,44100,16,-5.19,synth_sf2,piano.sf2
data/piano_A/F#1/F#1_v60_sustain_noped_01.wav,piano_A,F#1,30,60,sustain,0,2.0,44100,16,-5.19,synth_sf2,piano.sf2
data/piano_A/F#1/F#1_v60_sustain_ped_01.wav,piano_A,F#1,30,60,sustain,1,2.0,44100,16,-5.19,synth_sf2,piano.sf2
data/piano_A/F#1/F#1_v90_staccato_noped_01.wav,piano_A,F#1,30,90,staccato,0,0.8,44100,16,-5.1,synth_sf2,piano.sf2
data/piano_A/F#1/F#1_v90_staccato_ped_01.wav,piano_A,F#1,30,90,staccato,1,0.8,44100,16,-5.1,synth_sf2,piano.sf2
data/piano_A/F#1/F#1_v90_sustain_noped_01.wav,piano_A,F#1,30,90,sustain,0,2.0,44100,16,-5.1,synth_sf2,piano.sf2
data/piano_A/F#1/F#1_v90_sustain_ped_01.wav,piano_A,F#1,30,90,sustain,1,2.0,44100,16,-5.1,synth_sf2,piano.sf2
data/piano_A/F#1/F#1_v110_staccato_noped_01.wav,piano_A,F#1,30,110,staccato,0,0.8,44100,16,-4.99,synth_sf2,piano.sf2
data/piano_A/F#1/F#1_v110_staccato_ped_01.wav,piano_A,F#1,30,110,staccato,1,0.8,44100,16,-4.99,synth_sf2,piano.sf2
data/piano_A/F#1/F#1_v110_sustain_noped_01.wav,piano_A,F#1,30,110,sustain,0,2.0,44100,16,-4.99,synth_sf2,piano.sf2
data/piano_A/F#1/F#1_v110_sustain_ped_01.wav,piano_A,F#1,30,110,sustain,1,2.0,44100,16,-4.99,synth_sf2,piano.sf2
data/piano_A/G1/G1_v30_staccato_noped_01.wav,piano_A,G1,31,30,staccato,0,0.8,44100,16,-4.94,synth_sf2,piano.sf2
data/piano_A/G1/G1_v30_staccato_ped_01.wav,piano_A,G1,31,30,staccato,1,0.8,44100,16,-4.94,synth_sf2,piano.sf2
data/piano_A/G1/G1_v30_sustain_noped_01.wav,piano_A,G1,31,30,sustain,0,2.0,44100,16,-4.94,synth_sf2,piano.sf2
data/piano_A/G1/G1_v30_sustain_ped_01.wav,piano_A,G1,31,30,sustain,1,2.0,44100,16,-4.94,synth_sf2,piano.sf2
data/piano_A/G1/G1_v60_staccato_noped_01.wav,piano_A,G1,31,60,staccato,0,0.8,44100,16,-5.19,synth_sf2,piano.sf2
data/piano_A/G1/G1_v60_staccato_ped_01.wav,piano_A,G1,31,60,staccato,1,0.8,44100,16,-5.19,synth_sf2,piano.sf2
data/piano_A/G1/G1_v60_sustain_noped_01.wav,piano_A,G1,31,60,sustain,0,2.0,44100,16,-5.19,synth_sf2,piano.sf2
data/piano_A/G1/G1_v60_sustain_ped_01.wav,piano_A,G1,31,60,sustain,1,2.0,44100,16,-5.19,synth_sf2,piano.sf2
data/piano_A/G1/G1_v90_staccato_noped_01.wav,piano_A,G1,31,90,staccato,0,0.8,44100,16,-5.09,synth_sf2,piano.sf2
data/piano_A/G1/G1_v90_staccato_ped_01.wav,piano_A,G1,31,90,staccato,1,0.8,44100,16,-5.09,synth_sf2,piano.sf2
data/piano_A/G1/G1_v90_sustain_noped_01.wav,piano_A,G1,31,90,sustain,0,2.0,44100,16,-5.09,synth_sf2,piano.sf2
data/piano_A/G1/G1_v90_sustain_ped_01.wav,piano_A,G1,31,90,sustain,1,2.0,44100,16,-5.09,synth_sf2,piano.sf2
data/piano_A/G1/G1_v110_staccato_noped_01.wav,piano_A,G1,31,110,staccato,0,0.8,44100,16,-4.99,synth_sf2,piano.sf2
data/piano_A/G1/G1_v110_staccato_ped_01.wav,piano_A,G1,31,110,staccato,1,0.8,44100,16,-4.99,synth_sf2,piano.sf2
data/piano_A/G1/G1_v110_sustain_noped_01.wav,piano_A,G1,31,110,sustain,0,2.0,44100,16,-4.99,synth_sf2,piano.sf2
data/piano_A/G1/G1_v110_sustain_ped_01.wav,piano_A,G1,31,110,sustain,1,2.0,44100,16,-4.99,synth_sf2,piano.sf2
data/piano_A/G#1/G#1_v30_staccato_noped_01.wav,piano_A,G#1,32,30,staccato,0,0.8,44100,16,-5.11,synth_sf2,piano.sf2
data/piano_A/G#1/G#1_v30_staccato_ped_01.wav,piano_A,G#1,32,30,staccato,1,0.8,44100,16,-5.11,synth_sf2,piano.sf2
data/piano_A/G#1/G#1_v30_sustain_noped_01.wav,piano_A,G#1,32,30,sustain,0,2.0,44100,16,-5.11,synth_sf2,piano.sf2
data/piano_A/G#1/G#1_v30_sustain_ped_01.wav,piano_A,G#1,32,30,sustain,1,2.0,44100,16,-5.11,synth_sf2,piano.sf2
data/piano_A/G#1/G#1_v60_staccato_noped_01.wav,piano_A,G#1,32,60,staccato,0,0.8,44100,16,-4.02,synth_sf2,piano.sf2
data/piano_A/G#1/G#1_v60_staccato_ped_01.wav,piano_A,G#1,32,60,staccato,1,0.8,44100,16,-4.02,synth_sf2,piano.sf2
data/piano_A/G#1/G#1_v60_sustain_noped_01.wav,piano_A,G#1,32,60,sustain,0,2.0,44100,16,-4.02,synth_sf2,piano.sf2
data/piano_A/G#1/G#1_v60_sustain_ped_01.wav,piano_A,G#1,32,60,sustain,1,2.0,44100,16,-4.02,synth_sf2,piano.sf2
